ymin=  198
ymax=  252
198	194	196
199	194	196
200	194	196
201	194	196
202	194	196
203	194	196
204	194	196
205	194	196
206	194	196
207	194	196
208	194	196
209	194	196
210	194	196
211	194	196
212	194	196
213	194	196
214	194	196
215	194	196
216	194	196
217	194	196
218	194	196
219	194	196
220	194	196
221	194	196
222	194	196
223	194	196
224	193	197
225	192	198
226	191	199
227	190	200
228	189	201
229	186	204
230	183	207
231	180	210
232	177	213
233	174	216
234	171	219
235	171	219
236	171	219
237	171	219
238	171	219
239	171	219
240	171	219
241	172	218
242	173	217
243	174	216
244	175	215
245	176	214
246	177	213
247	178	212
248	179	211
249	180	210
250	181	209
251	182	208
252	183	207
           
